AVVB1;AVVB2;AVVB3;AVVB4;AVVB5;AVVB6;AVVB7;AVVB8;AVVB9;AVVB10;AVVB11;AVVB12;AVVB13;AVVB14;AVVB15;AVVB16;AVVB17;AVVB18;AVVB19;AVVB20;AVVB21;AVVB22;AVVB23;AVVB24;AVVB25;AVVB26;AVVB27;AVVB28;AVVB29;AVVB30;AVVB31;AVVB32;AVVB33;AVVB34;AVVB35;AVVB35a;AVVB35b;AVVB36;AVVB37;AVVB38;AVVB39;AVVB40;AVVB41;AVVB42;AVVB43;AVVB44;AVVB45;AVVB46;AVVB47;AVVB48;AVVB49;AVVB50;AVVB51;AVVB52;AVVB53;AVVB54;AVVB55;AVVB56;AVVB57;AVVB58;AVVB59;AVVB60;AVVB61;AVVB62;AVVB63
0,565318458;0,692332872;0,635838629;0,675119516;1,035035816;0,787255984;0,398446685;0,608779672;0,913200325;0,869688353;0,636938743;1,173023396;0,787107852;1,106188915;1,231922453;1,354844591;1,424796577;1,395351451;1,40810738;1,440306934;2,613499179;1,785908293;0,793300392;1,274948076;0,808697319;1,396916678;0,587051396;0,478382564;0,719779252;1,181465368;1,298063407;1,26619223;0,426455553;1,131687307;0,739850625;1,34899234;1,038135712;0,622973932;0,838495165;0,754265011;1,00023929;0,795031879;0,607615851;0,927804279;1,12549891;0,894167431;1,644370206;0,91562534;1,05694589;0,660703575;0,733453496;0,781081571;0,983947874;1,02963573;1,262681604;1,078107018;1,150862118;1,194519633;1,009564357;0,878977164;1,045291111;0,914459966;0,860572018;0,786378068;0,881811354
0,479354227;0,709234427;0,639531571;0,693185408;1,180123374;0,725265317;0,430699069;0,554015362;0,914117086;0,782424082;0,549593673;1,129865179;0,730862222;1,153876035;1,23677559;1,342013042;1,472023763;1,357159283;1,432127559;1,345492073;1,785908293;2,855917771;0,893213895;1,4177919;0,947993225;1,628493663;0,632588012;0,531339248;0,803981437;1,315766221;1,629046309;1,604632493;0,465558266;1,244500728;0,820580512;1,382308581;1,031185937;0,624908971;0,851737962;0,748296223;1,01914736;0,830199253;0,675596024;0,893297802;1,515141062;1,053919025;1,616440584;1,026613526;1,132642396;0,709559178;0,767999337;0,797156486;1,105879184;1,012338466;1,356365275;1,081575172;1,207353253;1,195388743;1,006538527;0,89024245;1,099562337;0,949735072;0,878513604;0,685857534;0,88470977
0,437410072;0,525841789;0,504767676;0,586856649;0,82013249;0,501888424;0,386192126;0,339366865;0,543222441;0,560292328;0,540297611;0,808011561;0,689139747;0,728623149;0,684129155;1,027598137;1,058042378;0,997846906;0,725789476;0,921611739;0,793300392;0,893213895;1,760109493;1,164185714;1,300583723;1,190513852;1,011209348;0,795555003;0,777628437;0,927295658;0,829833585;0,91947004;0,434738516;0,79941058;0,699395041;0,830161443;0,744256258;0,550343656;0,666654754;0,6307519;0,628568765;0,551052204;0,613639542;0,82878164;0,901592678;0,866539252;0,875389882;0,921556837;0,957980225;0,607216516;0,678854929;0,557698463;0,661153669;0,576656256;0,700910028;0,723217884;0,73933786;0,696685157;0,664968846;0,635429453;0,709323513;0,569432489;0,747406395;0,668922831;0,58677067
0,419451911;0,612241093;0,503555687;0,56726282;0,851344842;0,710502872;0,413275427;0,415305768;0,676012969;0,644907832;0,534818797;0,917232521;0,767777139;1,007178706;0,991808713;1,307871198;1,415435254;1,345460996;1,048228372;1,293873756;1,274948076;1,4177919;1,164185714;1,996200879;0,993696619;1,575117444;0,76322182;0,638003636;0,704598308;1,092543676;1,154269673;1,137457205;0,575503312;1,12117304;0,832483905;1,161197176;0,890902828;0,643690663;0,783771255;0,801650688;0,933951759;0,681925302;0,626225585;1,028121779;1,134732818;0,896607984;1,24466647;0,847752899;1,050095561;0,677349265;0,679579015;0,791921107;0,96474354;0,943637315;1,140761689;1,109809345;1,24095022;1,159684779;1,005816513;0,823034013;1,060097063;0,857868349;0,902934672;0,666402515;0,84829933
0,396201397;0,600633964;0,586240295;0,673855732;0,99100331;0,534109214;0,24197834;0,370822133;0,641826064;0,722646073;0,516323011;0,900653128;0,647507912;0,835992977;0,769924018;1,027880935;1,018796194;1,004801343;0,737003486;0,864894262;0,808697319;0,947993225;1,300583723;0,993696619;1,863822117;1,281114202;0,987201599;0,796427221;0,866261634;1,051266115;0,965339176;0,995669987;0,287598863;0,749936552;0,595366471;0,844694439;0,732896188;0,495620782;0,676336684;0,557090397;0,635170481;0,572670158;0,616389826;0,718295342;0,950344692;0,818486464;0,930574763;0,901228046;0,898716016;0,5561322;0,651682542;0,53952173;0,631969586;0,505358133;0,687187615;0,636216729;0,667412506;0,628841203;0,569629825;0,605067566;0,656079888;0,479637025;0,672379591;0,619673592;0,512640428
0,555300382;0,75364814;0,641924473;0,710272387;1,08459893;0,707437678;0,426016854;0,50745736;0,810937427;0,872038784;0,636126606;1,168477917;0,840428133;1,138824577;1,095920672;1,435564119;1,499019014;1,434825013;1,07389147;1,309318852;1,396916678;1,628493663;1,190513852;1,575117444;1,281114202;2,421259019;0,854060941;0,706207561;0,871578331;1,27930813;1,437065121;1,452533006;0,479081789;1,189241264;0,875177007;1,30577197;1,044409052;0,666463633;0,830129331;0,795289298;0,920629199;0,726253036;0,698318235;1,02265436;1,465128372;1,088647182;1,50773964;1,084861528;1,244849822;0,716147428;0,7560918;0,794867173;1,019418763;0,923018993;1,182367108;1,10608429;1,252828752;1,151845176;0,971976112;0,915885866;1,075773161;0,929571505;0,997521637;0,763569878;0,804122836
0,455502898;0,468260899;0,439304712;0,513779905;0,68897763;0,429620192;0,333835739;0,31605368;0,468257791;0,517987683;0,420242294;0,64433395;0,565811541;0,572250623;0,580713831;0,853394865;0,823684551;0,881300661;0,587938116;0,684991532;0,587051396;0,632588012;1,011209348;0,76322182;0,987201599;0,854060941;1,431371879;0,846461664;0,737174407;0,804475038;0,694602504;0,734802223;0,325464725;0,612344681;0,568971;0,653574074;0,629388153;0,43314014;0,50568133;0,465920827;0,472638563;0,433816575;0,439983219;0,690716887;0,645730327;0,696718824;0,672720398;0,741068312;0,727511641;0,461404354;0,525756846;0,406113813;0,507518996;0,471822283;0,526126658;0,560709791;0,545355854;0,542916336;0,515475654;0,460742421;0,525395321;0,428794589;0,571188837;0,582408544;0,462662958
0,459018703;0,426546711;0,438222208;0,47096146;0,553929901;0,388989543;0,316241176;0,333889605;0,438294721;0,523839417;0,449398408;0,578702135;0,472377519;0,481833108;0,456888917;0,747115828;0,70443412;0,754503784;0,518412398;0,648388417;0,478382564;0,531339248;0,795555003;0,638003636;0,796427221;0,706207561;0,846461664;1,103073999;0,655701788;0,652772296;0,578729069;0,654546773;0,313275427;0,479041389;0,509369092;0,569959238;0,563558484;0,399425082;0,459205163;0,402387723;0,385316283;0,361593403;0,381999368;0,611309829;0,566788384;0,625130651;0,592918667;0,620110736;0,639423839;0,413047014;0,477789;0,452519539;0,513415272;0,466567221;0,478623926;0,489195167;0,501718021;0,489924432;0,454512589;0,469728753;0,495542054;0,398213093;0,501975957;0,55546716;0,379365104
0,549155492;0,601348727;0,564212129;0,654546773;0,883519534;0,484813877;0,382835848;0,487165343;0,664716607;0,696769582;0,573804455;0,923986513;0,763882199;0,74893174;0,738746368;0,864034474;0,850798411;0,833913431;0,701925716;0,740181073;0,719779252;0,803981437;0,777628437;0,704598308;0,866261634;0,871578331;0,737174407;0,655701788;1,535831378;1,356084031;0,929197031;1,011638206;0,425154477;0,731741173;0,668404369;0,819851246;0,727201392;0,518503556;0,643294436;0,509587147;0,588628018;0,615877061;0,618860419;0,652130563;0,796018045;0,832186087;0,815668847;0,936093458;0,887228015;0,61959849;0,710474385;0,603995421;0,698152493;0,574270605;0,662497216;0,635631452;0,632531556;0,613538543;0,58424621;0,64251493;0,683303034;0,555808485;0,713279053;0,710686742;0,496283751
0,496479533;0,652667671;0,616053162;0,720745218;1,153902968;0,619926866;0,32947206;0,483314946;0,769279177;0,831646389;0,566896116;1,160937686;0,850822236;1,049997151;1,175741049;1,24232329;1,291171124;1,253381916;0,982949796;1,06392726;1,181465368;1,315766221;0,927295658;1,092543676;1,051266115;1,27930813;0,804475038;0,652772296;1,356084031;2,247826447;1,54208141;1,491083591;0,421599308;1,050183611;0,793511713;1,238916772;0,976499319;0,619195011;0,764036546;0,68647337;0,817412247;0,772994391;0,678672613;0,831535031;1,19018703;1,023454584;1,288591244;1,143595361;1,209983892;0,677580268;0,84499899;0,703552579;0,869801265;0,730065106;1,021145589;0,886796049;0,927582599;0,925857845;0,792277452;0,762771209;0,904564642;0,756784292;0,826506829;0,74282725;0,762375499
0,389176003;0,544283709;0,569500339;0,652086538;1,049973326;0,528120743;0,171625982;0,372972637;0,697758856;0,84169865;0,487848512;1,197138876;0,652698748;1,105759021;1,163375131;1,228953079;1,262770691;1,254721838;1,006848258;1,066535109;1,298063407;1,629046309;0,829833585;1,154269673;0,965339176;1,437065121;0,694602504;0,578729069;0,929197031;1,54208141;2,873349182;2,485779843;0,319013213;1,180405136;0,699546799;1,273297388;0,906388841;0,537870524;0,708390178;0,62150815;0,807564057;0,736918543;0,516483573;0,75476172;1,37962822;0,894571427;1,491177857;1,056803974;1,196500769;0,505027684;0,658512154;0,617872182;0,964939323;0,621449104;1,127871094;0,814354305;0,944225699;0,896657706;0,722229646;0,648797593;0,852600339;0,722517623;0,680609724;0,571933641;0,698205323
0,533705217;0,662160552;0,631032107;0,707325284;1,085227714;0,640054695;0,331489452;0,490011447;0,799581501;0,872621989;0,601369444;1,300765004;0,845341869;1,162411755;1,099346872;1,207358951;1,260935096;1,206566496;1,037416287;1,113636952;1,26619223;1,604632493;0,91947004;1,137457205;0,995669987;1,452533006;0,734802223;0,654546773;1,011638206;1,491083591;2,485779843;3,088894759;0,521476555;1,319048433;0,859025954;1,271951769;1,045527293;0,602757535;0,783121235;0,690170973;0,816191971;0,818227491;0,620258868;0,866448094;1,376566134;1,044662326;1,450140104;1,188200196;1,24373935;0,694433654;0,79541205;0,79189521;1,080928777;0,875377452;1,165141321;0,931413832;1,03730234;1,003459867;0,843684448;0,760632099;0,969234116;0,848004102;0,913705321;0,766754199;0,752412325
